Pourquoi	Rt	POURQUOI
on	Pp	ON
nous	Pp	NOUS
le	Pp	IL
souffre	Vvc	SOUFFRIR
,	Fw	,
mais	Cc	MAIS
C'	Vvc	C'
est	Vuc	ÊTRE
pour	S	POUR
mieux	Rg	MIEUX
nous	Pp	NOUS
résoudre	Vvn	RÉSOUDRE
à	S	À
ne	Rp	NE
nous	Pp	NOUS
voir	Vvn	VOIR
jamais	Rg	JAMAIS
.	Fs	.
Dans	S	DANS
une	Dn	UN
heure	Nc	HEURE|HURE
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
Perdiccas	Vvc	Perdiccas
vous	Pp	VOUS
condamne	Vvc	CONDAMNER
À	Nc	À
choisir	Vvn	CHOISIR
ou	Cc	OU
la	Da	LE
mort	Nc	MORT
,	Fw	,
ou	Cc	OU
l'	Da	LE
hymen	Nc	HYMEN
de	S	DE
Roxane	Nc	Roxane
;	Fw	;
Malgré	Vvc	Malgré
moi	Pp	JE
,	Fw	,
faites	Vvc	FAIRE
-vous	Nc	-vous
un	Dn	UN
généreux	Ag	GÉNÉREUX
effort	Nc	EFFORT
,	Fw	,
Et	Vvc	Et
choisissez	Vvc	CHOISIR
plutôt	Rg	PLUTÔT
Roxane	Ag	Roxane
que	Cs	QUE
la	Da	LE
mort	Nc	MORT
.	Fs	.
Moi	Pp	JE
,	Fw	,
Madame	Nc	MADAME
?	Fs	?
Oui	Rg	OUI
,	Fw	,
vous	Pp	VOUS
.	Fs	.
Songez	Vvc	SONGER
à	S	À
votre	Ds	VOTRE
vie	Nc	VIE
,	Fw	,
Roxane	Vvc	Roxane
vous	Pp	VOUS
rendra	Vvc	RENDRE
le	Da	LE
maître	Nc	MAÎTRE
de	S	DE
l'	Da	LE
Asie	Nc	Asie
,	Fw	,
Oubliez	Vvc	OUBLIER
-moi	Vvc	-moi
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
laissez	Vvc	LAISSER
-moi	Vvc	-moi
dans	S	DANS
les	Da	LE
fers	Nc	FER|FERS
,	Fw	,
Un	Vvc	Un
Héros	Nc	Héros
tel	Ag	TEL
que	Pr	QUE
vous	Pp	VOUS
se	Pp	IL
doit	Vvc	DEVOIR
à	S	À
l'	Da	LE
Univers	Nc	UNIVERS
,	Fw	,
Et	Vvc	Et
si	Cs	SI
vous	Pp	VOUS
périssiez	Vvc	PÉRIR
par	S	PAR
une	Dn	UN
mort	Nc	MORT
si	Rg	SI
prompte	Ag	PROMPT
,	Fw	,
L'	Vvc	L'
Univers	Nc	UNIVERS
,	Fw	,
de	S	DE
vos	Ds	VOTRE
jours	Nc	JOUR|JOURS
me	Pp	JE
demanderait	Vvc	DEMANDER
compte	Nc	COMPTE
.	Fs	.
Ciel	Nc	CIEL
!	Fs	!
Que	Cs	QUE
m'	Pp	JE
osez	Vvc	OSER
-vous	Nc	-vous
dire	Vvn	DIRE
?	Fs	?
Hélas	Vvc	Hélas
!	Fs	!
Si	Cs	SI
je	Pp	JE
vous	Pp	VOUS
perds	Vvc	PERDRE
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
et	Cc	ET
que	Cs	QUE
m'	Pp	JE
importe	Vvc	IMPORTER
à	S	À
moi	Pp	JE
de	S	DE
l'	Da	LE
Univers	Nc	UNIVERS
?	Fs	?
Dois	Vvc	DEVOIR
-je	Vvc	-je
vivre	Vvn	VIVRE
un	Dn	UN
moment	Nc	MOMENT
,	Fw	,
si	Cs	SI
vous	Pp	VOUS
m'	Pp	JE
êtes	Vuc	ÊTRE
ravie	Ge	RAVIR
?	Fs	?
Je	Pp	JE
cède	Vvc	CÉDER
à	S	À
Perdiccas	Nc	Perdiccas
et	Cc	ET
la	Da	LE
Perse	Nc	PERSE
et	Cc	ET
l'	Da	LE
Asie	Nc	Asie
;	Fw	;
Le	Vvc	Le
trône	Nc	TRÔNE
est-il	Ag	est-il
l'	Da	LE
objet	Nc	OBJET
de	S	DE
mes	Ds	MON
voeux	Nc	VU
les	Da	LE
plus	Rg	PLUS
doux	Ag	DOUX
,	Fw	,
Et	Vvc	Et
soupirai	Vvc	SOUPIRER
-je	Nc	-je
,	Fw	,
enfin	Rg	ENFIN
,	Fw	,
pour	S	POUR
l'	Da	LE
Empire	Nc	EMPIRE
,	Fw	,
ou	Cc	OU
pour	S	POUR
vous	Pp	VOUS
?	Fs	?
Hélas	Vvc	Hélas
!	Fs	!
Sans	S	SANS
vous	Pp	VOUS
,	Fw	,
mon	Ds	MON
coeur	Nc	CUR
dans	S	DANS
une	Dn	UN
paix	Nc	PAIX
profonde	Ag	PROFOND
Verrait	Vvc	VOIR
tranquillement	Rg	TRANQUILLEMENT
la	Da	LE
conquête	Nc	CONQUÊTE
du	S+Da	DE+LE
monde	Nc	MONDE
,	Fw	,
Je	Vvc	Je
l'	Da	LE
abandonne	Nc	ABANDONNÉ
à	S	À
qui	Pr	QUI
peut	Vvc	POUVOIR
en	S	EN
être	Vun	ÊTRE
vainqueur	Nc	VAINQUEUR
,	Fw	,
Mais	Vvc	Mais
je	Pp	JE
disputerai	Vvc	DISPUTER
celle	Pd	CELUI
de	S	DE
votre	Ds	VOTRE
coeur	Nc	CUR
.	Fs	.
Et	Cc	ET
songez	Vvc	SONGER
-vous	Nc	-vous
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
que	Cs	QUE
la	Da	LE
triste	Ag	TRISTE
conquête	Nc	CONQUÊTE
D'	Nc	D'
un	Dn	UN
coeur	Nc	CUR
comme	S	COMME
le	Da	LE
mien	Ps	MIEN
vous	Pp	VOUS
peut	Vvc	POUVOIR
coûter	Vvn	COÛTER
la	Da	LE
tête	Nc	TÊTE
?	Fs	?
Ne	Rp	NE
vous	Pp	VOUS
souvient-il	Vvc	souvient-il
plus	Rg	PLUS
de	S	DE
ce	Dd	CE
jour	Nc	JOUR
douloureux	Ag	DOULOUREUX
Où	Vvc	Où
les	Da	LE
feux	Nc	FEU|FEUX
d'	S	DE
Alexandre	Nc	Alexandre
éteignirent	Vvc	ÉTEINDRE
nos	Ds	NOTRE
feux	Nc	FEU|FEUX
,	Fw	,
Quand	Nc	Quand
vous	Pp	VOUS
-même	Vvc	-même
chargé	Ge	CHARGER
de	S	DE
son	Ds	SON
funeste	Ag	FUNESTE
hommage	Nc	HOMMAGE
;	Fw	;
Vous	Nc	Vous
parûtes	Vvc	PARAÎTRE
,	Fw	,
la	Da	LE
mort	Nc	MORT
peinte	Ge	PEINDRE
sur	S	SUR
le	Da	LE
visage	Nc	VISAGE
,	Fw	,
Et	Vvc	Et
fîtes	Vvc	FAIRE
pour	S	POUR
ma	Ds	MON
gloire	Nc	GLOIRE
un	Dn	UN
généreux	Ag	GÉNÉREUX
effort	Nc	EFFORT
?	Fs	?
Mais	Cc	MAIS
hélas	I	HÉLAS
!	Fs	!
Aujourd'hui	Rg	AUJOURD'HUI
que	Cs	QUE
je	Pp	JE
crains	Vvc	CRAINDRE
votre	Ds	VOTRE
mort	Nc	MORT
,	Fw	,
Que	Vvc	Que
je	Pp	JE
crains	Vvc	CRAINDRE
Perdiccas	Vvc	Perdiccas
et	Cc	ET
Roxane	Vvc	Roxane
en	S	EN
furie	Nc	FURIE
,	Fw	,
J'	Vvc	J'
en	Pp	EN
veux	Vvc	VOULOIR
faire	Vvn	FAIRE
un	Dn	UN
pareil	Nc	PAREIL
pour	S	POUR
sauver	Vvn	SAUVER
votre	Ds	VOTRE
vie	Nc	VIE
;	Fw	;
L'	Vvc	L'
amour	Nc	AMOUR
fait	Ge	FAIRE
votre	Ds	VOTRE
crime	Nc	CRIME
,	Fw	,
on	Pp	ON
presse	Vvc	PRESSER
,	Fw	,
on	Pp	ON
vous	Pp	VOUS
attend	Vvc	ATTENDRE
,	Fw	,
Si	Vvc	Si
vous	Pp	VOUS
ne	Rp	NE
m'	Pp	JE
aimez	Vvc	AIMER
plus	Rg	PLUS
,	Fw	,
vous	Pp	VOUS
serez	Vuc	ÊTRE
innocent	Ag	INNOCENT
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
ce	Dd	CE
cruel	Ag	CRUEL
amour	Nc	AMOUR
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
qui	Pr	QUI
vous	Pp	VOUS
accable	Vvc	ACCABLER
,	Fw	,
Étouffez-le	Nc	Étouffez-le
...	Fs	...
Mais	Vvc	Mais
non	Rg	NON
,	Fw	,
soyez	Vuc	ÊTRE
toujours	Rg	TOUJOURS
coupable	Ag	COUPABLE
;	Fw	;
Que	Vvc	Que
dis	Vvc	DIRE
-je	Nc	-je
?	Fs	?
ce	Pd	CE
n'	Rp	NE
est	Vuc	ÊTRE
plus	Rg	PLUS
Roxane	Vvc	Roxane
et	Cc	ET
Perdiccas	Vvc	Perdiccas
,	Fw	,
C'	Vvc	C'
est	Vuc	ÊTRE
moi	Pp	JE
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
Statira	Vvc	Statira
qui	Pr	QUI
vous	Pp	VOUS
mène	Vvc	MENER
au	S+Da	À+LE
trépas	Nc	TRÉPAS
;	Fw	;
Vous	Nc	Vous
verrais	Vvc	VOIR
-je	Vvc	-je
périr	Vvn	PÉRIR
?	Fs	?
Non	Rg	NON
,	Fw	,
soyez	Vuc	ÊTRE
infidèle	Ag	INFIDÈLE
,	Fw	,
Allez	Vvc	ALLER
,	Fw	,
sortez	Vvc	SORTIR
plutôt	Rg	PLUTÔT
,	Fw	,
et	Cc	ET
soupirez	Vvc	SOUPIRER
pour	S	POUR
elle	Pp	IL
,	Fw	,
Je	Vvc	Je
ne	Rp	NE
puis	Vvc	POUVOIR
demeurer	Vvn	DEMEURER
après	S	APRÈS
un	Dn	UN
tel	Ag	TEL
effort	Nc	EFFORT
,	Fw	,
Chaque	Vvc	Chaque
instant	Nc	INSTANT
près	Rg	PRÈS
de	S	DE
vous	Pp	VOUS
va	Vvc	ALLER
hâter	Vvn	HÂTER
votre	Ds	VOTRE
mort	Nc	MORT
,	Fw	,
Et	Vvc	Et
mon	Ds	MON
perfide	Ag	PERFIDE
coeur	Nc	CUR
qui	Pr	QUI
se	Pp	IL
plaint	Vvc	PLAINDRE
,	Fw	,
qui	Pr	QUI
soupire	Vvc	SOUPIRER
,	Fw	,
Si	Vvc	Si
je	Pp	JE
vous	Pp	VOUS
vois	Vvc	ALLER|VOIR
encore	Rg	ENCORE
,	Fw	,
saura	Vvc	SAURER|SAVOIR
trop	Rg	TROP
m'	Pp	JE
en	Pp	EN
dédire	Vvn	DÉDIRE
.	Fs	.
Quoi	Pt	QUE|QUOI
?	Fs	?
vous	Pp	VOUS
m'	Pp	JE
abandonnez	Vvc	ABANDONNER
en	S	EN
cette	Dd	CE
extrémité	Nc	EXTRÉMITÉ
,	Fw	,
Et	Vvc	Et
de	S	DE
grâce	Nc	GRÂCE
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
un	Dn	UN
peu	Rg	PEU
de	S	DE
fermeté	Nc	FERMETÉ
?	Fs	?
Je	Pp	JE
méprise	Vvc	MÉPRISER
Roxane	Vvc	Roxane
,	Fw	,
et	Cc	ET
ma	Ds	MON
tendresse	Nc	TENDRESSE
extrême	Ag	EXTRÊME
Fait	Vvc	FAIRE
que	Cs	QUE
je	Pp	JE
hais	Vvc	HAÏR
Roxane	Vvc	Roxane
autant	Rg	AUTANT
que	Cs	QUE
je	Pp	JE
vous	Pp	VOUS
aime	Vvc	AIMER
,	Fw	,
Je	Vvc	Je
déteste	Vvc	DÉTESTER
Roxane	Vvc	Roxane
,	Fw	,
et	Cc	ET
je	Pp	JE
veux	Vvc	VOULOIR
...	Fs	...
Achevez	Vvc	ACHEVER
,	Fw	,
Et	Vvc	Et
voyez	Vvc	VOIR
de	S	DE
plus	Rg	PLUS
près	Rg	PRÈS
l'	Da	LE
Objet	Nc	OBJET
que	Pr	QUE
vous	Pp	VOUS
bravez	Vvc	BRAVER
;	Fw	;
J'	Vvc	J'
ai	Vuc	AVOIR
trop	Rg	TROP
bien	Rg	BIEN
entendu	Ge	ENTENDRE
ce	Pd	CE
qui	Pr	QUI
peut	Vvc	POUVOIR
vous	Pp	VOUS
confondre	Vvn	CONFONDRE
,	Fw	,
Ingrat	Vvc	Ingrat
,	Fw	,
dans	S	DANS
un	Dn	UN
moment	Nc	MOMENT
je	Pp	JE
vais	Vvc	ALLER
vous	Pp	VOUS
y	Pp	Y
répondre	Vvn	RÉPONDRE
;	Fw	;
Qu'	Vvc	Qu'
on	Pp	ON
redouble	Vvc	REDOUBLER
ma	Ds	MON
Garde	Nc	GARDE
,	Fw	,
et	Cc	ET
surtout	Rg	SURTOUT
,	Fw	,
Peucestas	Vvc	Peucestas
,	Fw	,
Qu'	Vvc	Qu'
on	Pp	ON
ferme	Vvc	FERMER
de	S	DE
ces	Dd	CE
lieux	Nc	LIEU|LIEUX
l'	Da	LE
entrée	Nc	ENTRÉE
à	S	À
Perdiccas	Nc	Perdiccas
.	Fs	.
Madame	Nc	MADAME
,	Fw	,
quel	Dt	QUEL
dessein	Nc	DESSEIN
?	Fs	?
...	Fs	...
Ma	Vvc	Ma
vengeance	Nc	VENGEANCE
et	Cc	ET
ma	Ds	MON
honte	Nc	HONTE
,	Fw	,
De	Vvc	De
mes	Ds	MON
justes	Ag	JUSTE
desseins	Nc	DESSEIN
pourront	Vvc	POUVOIR
vous	Pp	VOUS
rendre	Vvn	RENDRE
compte	Nc	COMPTE
.	Fs	.
Grâce	Vvc	Grâce
aux	S+Da	À+LES
Dieux	Nc	DIEU|DIEUX
!	Fs	!
Je	Pp	JE
suis	Vuc	ÊTRE
libre	Ag	LIBRE
,	Fw	,
et	Cc	ET
vais	Vvc	ALLER
tranquillement	Rg	TRANQUILLEMENT
Immoler	Vvn	IMMOLER
ma	Ds	MON
rivale	Nc	RIVAL
aux	S+Da	À+LES
yeux	Nc	OEIL|YEUX
de	S	DE
son	Ds	SON
amant	Nc	AMANT
.	Fs	.
Je	Pp	JE
méprise	Vvc	MÉPRISER
Roxane	Vvc	Roxane
,	Fw	,
et	Cc	ET
ma	Ds	MON
tendresse	Nc	TENDRESSE
extrême	Ag	EXTRÊME
Fait	Vvc	FAIRE
que	Cs	QUE
je	Pp	JE
hais	Vvc	HAÏR
Roxane	Vvc	Roxane
autant	Rg	AUTANT
que	Cs	QUE
je	Pp	JE
vous	Pp	VOUS
aime	Vvc	AIMER
;	Fw	;
Ce	Vvc	Ce
discours	Nc	DISCOURS
vous	Pp	VOUS
charmait	Vvc	CHARMER
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
et	Cc	ET
ses	Ds	SON
soupirs	Nc	SOUPIR
Aux	Vvc	Aux
dépens	Nc	DÉPENS
de	S	DE
Roxane	Nc	Roxane
ont	Vuc	AVOIR
flatté	Ge	FLATTER
vos	Ds	VOTRE
désirs	Nc	DÉSIR
;	Fw	;
Loin	Nc	Loin
de	S	DE
moi	Pp	JE
,	Fw	,
devant	S	DEVANT
vous	Pp	VOUS
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
donc	Rg	DONC
moi	Pp	JE
qu'	Pr	QUE
on	Pp	ON
déteste	Vvc	DÉTESTER
?	Fs	?
Mais	Cc	MAIS
vous	Pp	VOUS
m'	Pp	JE
allez	Vvc	ALLER
payer	Vvn	PAYER
un	Dn	UN
plaisir	Nc	PLAISIR
si	Rg	SI
funeste	Ag	FUNESTE
.	Fs	.
Madame	Nc	MADAME
,	Fw	,
au	S+Da	À+LE
nom	Nc	NOM
des	S+Da	DE+LE|DE+LES
Dieux	Nc	DIEU|DIEUX
,	Fw	,
écoutez	Vvc	ÉCOUTER
...	Fs	...
Non	Vvc	Non
,	Fw	,
Seigneur	Nc	SEIGNEUR
,	Fw	,
Laissez	Vvc	LAISSER
,	Fw	,
laissez	Vvc	LAISSER
agir	Vvn	AGIR
librement	Rg	LIBREMENT
sa	Ds	SON
fureur	Nc	FUREUR
;	Fw	;
Depuis	Vvc	Depuis
un	Dn	UN
si	Rg	SI
longtemps	Rg	LONGTEMPS
,	Fw	,
de	S	DE
mon	Ds	MON
sang	Nc	SANG
altérée	Ge	ALTÉRER
,	Fw	,
À	Nc	À
toutes	Di	TOUT
ses	Ds	SON
fureurs	Nc	FUREUR
mon	Ds	MON
âme	Nc	ÂME
est	Vuc	ÊTRE
préparée	Ge	PRÉPARER
.	Fs	.
À	Nc	À
Roxane	Vvc	Roxane
.	Fs	.
Fille	Nc	FILLE
de	S	DE
Cohortan	Nc	Cohortan
,	Fw	,
achève	Vvc	ACHEVER
tes	Ds	TON
desseins	Nc	DESSEIN
,	Fw	,
Dans	Vvc	Dans
le	Da	LE
sang	Nc	SANG
de	S	DE
tes	Ds	TON
Rois	Vvc	Rois
ose	Vvc	OSER
tremper	Vvn	TREMPER
tes	Ds	TON
mains	Nc	MAIN
,	Fw	,
Frappe	Vvc	FRAPPER
.	Fs	.
Dans	S	DANS
un	Dn	UN
moment	Nc	MOMENT
vous	Pp	VOUS
serez	Vuc	ÊTRE
obéie	Ge	OBÉIR
.	Fs	.
Approchez	Vvc	APPROCHER
-vous	Nc	-vous
.	Fs	.
Elle	Pp	IL
parle	Vvc	PARLER
bas	Rg	BAS
à	S	À
un	Dn	UN
Garde	Nc	GARDE
.	Fs	.
Ah	I	AH
Ciel	Ag	Ciel
!	Fs	!
Que	Cs	QUE
je	Pp	JE
crains	Vvc	CRAINDRE
pour	S	POUR
sa	Ds	SON
vie	Nc	VIE
!	Fs	!
Calmez	Vvc	CALMER
votre	Ds	VOTRE
courroux	Nc	COURROUX
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
au	S+Da	À+LE
nom	Nc	NOM
des	S+Da	DE+LE|DE+LES
Dieux	Nc	DIEU|DIEUX
;	Fw	;
Qu'	Vvc	Qu'
ordonnez	Vvc	ORDONNER
-vous	Nc	-vous
hélas	I	HÉLAS
!	Fs	!
Quel	Dt	QUEL
trouble	Nc	TROUBLE
dans	S	DANS
vos	Ds	VOTRE
yeux	Nc	OEIL|YEUX
!	Fs	!
Madame	Nc	MADAME
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
sur	S	SUR
moi	Pp	JE
,	Fw	,
sur	S	SUR
ma	Ds	MON
coupable	Ag	COUPABLE
tête	Nc	TÊTE
,	Fw	,
Que	Vvc	Que
doit	Vvc	DEVOIR
ici	Rg	ICI
tomber	Vvn	TOMBER
l'	Da	LE
éclat	Nc	ÉCLAT
de	S	DE
la	Da	LE
tempête	Nc	TEMPÊTE
,	Fw	,
Mon	Nc	Mon
amour	Nc	AMOUR
fait	Ge	FAIRE
son	Ds	SON
crime	Nc	CRIME
,	Fw	,
il	Pp	IL
le	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
expier	Vvn	EXPIER
,	Fw	,
Et	Vvc	Et
mon	Ds	MON
sang	Nc	SANG
répandu	Ge	RÉPANDRE
peut	Vvc	POUVOIR
la	Pp	IL
justifier	Vvn	JUSTIFIER
.	Fs	.
Oui	Rg	OUI
,	Fw	,
Barbare	Ag	BARBARE
,	Fw	,
il	Pp	IL
est	Vuc	ÊTRE
vrai	Ag	VRAI
;	Fw	;
ton	Ds	TON
amour	Nc	AMOUR
fait	Ge	FAIRE
ton	Ds	TON
crime	Nc	CRIME
,	Fw	,
Cependant	Ga	Cependant
ma	Ds	MON
rivale	Nc	RIVAL
en	Pp	EN
sera	Vuc	ÊTRE
la	Da	LE
victime	Nc	VICTIME
,	Fw	,
On	Vvc	On
me	Pp	JE
déteste	Vvc	DÉTESTER
,	Fw	,
on	Pp	ON
l'	Pp	IL
aime	Vvc	AIMER
,	Fw	,
et	Cc	ET
l'	Pp	IL
on	Pp	ON
m'	Pp	JE
ose	Vvc	OSER
outrager	Vvn	OUTRAGER
,	Fw	,
Mais	Vvc	Mais
enfin	Rg	ENFIN
,	Fw	,
grâce	Nc	GRÂCE
au	S+Da	À+LE
Ciel	Nc	CIEL
,	Fw	,
j'	Pp	JE
ai	Vuc	AVOIR
sur	S	SUR
qui	Pr	QUI
m'	Pp	JE
en	Pp	EN
venger	Vvn	VENGER
.	Fs	.
Pour	S	POUR
goûter	Vvn	GOÛTER
la	Da	LE
douceur	Nc	DOUCEUR
à	S	À
ma	Ds	MON
vengeance	Nc	VENGEANCE
offerte	Ge	OFFRIR
,	Fw	,
Préparons	Vvc	Préparons
à	S	À
tes	Ds	TON
yeux	Nc	OEIL|YEUX
l'	Da	LE
appareil	Nc	APPAREIL
de	S	DE
sa	Ds	SON
perte	Nc	PERTE
;	Fw	;
Pour	Nc	POUR
t'	Pp	TU
en	Pp	EN
faire	Vvn	FAIRE
sentir	Vvn	SENTIR
l'	Da	LE
amertume	Nc	AMERTUME
à	S	À
longs	Ag	LONG
traits	Nc	TRAIT|TRAITS
,	Fw	,
Ma	Vvc	Ma
fureur	Nc	FUREUR
,	Fw	,
à	S	À
pas	Rg	PAS
lents	Ag	LENT
,	Fw	,
va	Vvc	ALLER
servir	Vvn	SERVIR
mes	Ds	MON
souhaits	Nc	SOUHAIT
.	Fs	.
Ne	Rp	NE
crois	Vvc	CROIRE|CROÎTRE
pas	Rg	PAS
cependant	Rg	CEPENDANT
au	S+Da	À+LE
transport	Nc	TRANSPORT
qui	Pr	QUI
m'	Pp	JE
entraîne	Vvc	ENTRAÎNER
,	Fw	,
Que	Vvc	Que
l'	Da	LE
amour	Nc	AMOUR
...	Fs	...
Non	Vvc	Non
,	Fw	,
Ingrat	Vvc	Ingrat
,	Fw	,
je	Pp	JE
n'	Rp	NE
ai	Vuc	AVOIR
que	Rg	QUE
de	S	DE
la	Da	LE
haine	Nc	HAINE
;	Fw	;
Il	Vvc	Il
faut	Vvc	FAILLIR|FALLOIR
la	Pp	IL
satisfaire	Vvn	SATISFAIRE
,	Fw	,
et	Cc	ET
Roxane	Vvc	Roxane
le	Pp	IL
peut	Vvc	POUVOIR
,	Fw	,
Politique	Ag	POLITIQUE
,	Fw	,
raison	Nc	RAISON
,	Fw	,
sûreté	Nc	SÛRETÉ
,	Fw	,
tout	Rg	TOUT
le	Pp	IL
veut	Vvc	VOULOIR
;	Fw	;
Oui	Vvc	Oui
,	Fw	,
perdons	Vvc	PERDRE
Statira	Vvc	Statira
...	Fs	...
mais	Cc	MAIS
malgré	S	MALGRÉ
mon	Ds	MON
envie	Nc	ENVIE
,	Fw	,
Léonatus	Nc	Léonatus
,	Fw	,
un	Dn	UN
mot	Nc	MOT
lui	Pp	IL
peut	Vvc	POUVOIR
sauver	Vvn	SAUVER
la	Da	LE
vie	Nc	VIE
.	Fs	.
Votre	Ds	VOTRE
refus	Nc	REFUS
dût-il	Vvc	dût-il
me	Pp	JE
coûter	Vvn	COÛTER
le	Da	LE
trépas	Nc	TRÉPAS
,	Fw	,
Ce	Vvc	Ce
mot	Nc	MOT
qui	Pr	QUI
m'	Pp	JE
est	Vuc	ÊTRE
si	Rg	SI
cher	Ag	CHER
,	Fw	,
ne	Rp	NE
le	Pp	IL
prononcez	Vvc	PRONONCER
pas	Rg	PAS
.	Fs	.
À	Nc	À
Statira	Vvc	Statira
.	Fs	.
Je	Pp	JE
crains	Vvc	CRAINDRE
votre	Ds	VOTRE
tendresse	Nc	TENDRESSE
autant	Rg	AUTANT
que	Cs	QUE
sa	Ds	SON
vengeance	Nc	VENGEANCE
,	Fw	,
À	Nc	À
Roxane	Vvc	Roxane
.	Fs	.
Ce	Pd	CE
n'	Rp	NE
est	Vuc	ÊTRE
point	Rg	POINT
Statira	Vvc	Statira
,	Fw	,
c'	Pd	CE
est	Vuc	ÊTRE
moi	Pp	JE
qui	Pr	QUI
vous	Pp	VOUS
offense	Vvc	OFFENSER
;	Fw	;
Ah	Vvc	Ah
!	Fs	!
Madame	Nc	MADAME
,	Fw	,
arrêtez	Vvc	ARRÊTER
,	Fw	,
et	Cc	ET
détournez	Vvc	DÉTOURNER
sur	S	SUR
moi	Pp	JE
Ces	Vvc	Ces
regards	Nc	REGARD
menaçants	Ag	MENAÇANT
qui	Pr	QUI
me	Pp	JE
glacent	Vvc	GLACER
d'	S	DE
effroi	Nc	EFFROI
;	Fw	;
Le	Vvc	Le
Ciel	Vvc	Ciel
nous	Pp	NOUS
est	Vuc	ÊTRE
témoin	Ag	TÉMOIN
que	Cs	QUE
tantôt	Rg	TANTÔT
elle-même	Pp	ELLE-MÊME
,	Fw	,
En	Vvc	En
renonçant	Ga	RENONCER
pour	S	POUR
vous	Pp	VOUS
à	S	À
ma	Ds	MON
tendresse	Nc	TENDRESSE
extrême	Ag	EXTRÊME
,	Fw	,
Elle	Vvc	Elle
a	Vuc	AVOIR
voulu	Ge	VOULOIR
...	Fs	...
mais	Cc	MAIS
quoi	Pt	QUE|QUOI
,	Fw	,
mon	Ds	MON
amour	Nc	AMOUR
m'	Pp	JE
a	Vuc	AVOIR
trahi	Ge	TRAHIR
.	Fs	.
Et	Cc	ET
pourquoi	Rt	POURQUOI
votre	Ds	VOTRE
coeur	Nc	CUR
n'	Rp	NE
a-t-il	V	AVOIR
pas	Rg	PAS
obéi	Ge	OBÉIR
?	Fs	?
Je	Pp	JE
ne	Rp	NE
dis	Vvc	DIRE
plus	Rg	PLUS
qu'	Cs	QUE
un	Dn	UN
mot	Nc	MOT
,	Fw	,
et	Cc	ET
veux	Vvc	VOULOIR
être	Vun	ÊTRE
obéie	Ge	OBÉIR
;	Fw	;
Tu	Vvc	Tu
saïs	Nc	SAÏ
bien	Rg	BIEN
qu'	Cs	QUE
un	Dn	UN
coup	Nc	COUP
d'	S	DE
oeil	Nc	IL
lui	Pp	IL
peut	Vvc	POUVOIR
coûter	Vvn	COÛTER
la	Da	LE
vie	Nc	VIE
,	Fw	,
Veux	Vvc	VOULOIR
-tu	Vvc	-tu
la	Pp	IL
voir	Vvn	VOIR
périr	Vvn	PÉRIR
,	Fw	,
veux	Vvc	VOULOIR
-tu	Vvc	-tu
la	Pp	IL
conserver	Vvn	CONSERVER
?	Fs	?
Que	Pt	QUE
ne	Rp	NE
ferais	Vvc	FAIRE|FERRER
-je	Vvn	-je
point	Rg	POINT
,	Fw	,
hélas	I	HÉLAS
!	Fs	!
Pour	S	POUR
la	Pp	IL
sauver	Vvn	SAUVER
?	Fs	?
Qu'	Cs	QUE
on	Pp	ON
cherche	Vvc	CHERCHER
Perdiccas	Vvc	Perdiccas
,	Fw	,
il	Pp	IL
faut	Vvc	FAILLIR|FALLOIR
que	Cs	QUE
tout	Pi	TOUT
à	S	À
l'	Da	LE
heure	Nc	HEURE|HURE
Ton	Vvc	Ton
rival	Nc	RIVAL
,	Fw	,
à	S	À
tes	Ds	TON
yeux	Nc	OEIL|YEUX
,	Fw	,
l'	Da	LE
épouse	Nc	ÉPOUSE|ÉPOUX
,	Fw	,
ou	Cc	OU
qu'	Cs	QUE
elle	Pp	IL
meure	Vvc	MURER
.	Fs	.
Épouser	Nc	Épouser
Perdiccas	Vvc	Perdiccas
?	Fs	?
Pour	S	POUR
calmer	Vvn	CALMER
son	Ds	SON
courroux	Nc	COURROUX
,	Fw	,
Oubliez	Vvc	OUBLIER
-moi	Vvc	-moi
,	Fw	,
Madame	Nc	MADAME
,	Fw	,
et	Cc	ET
ne	Rp	NE
songez	Vvc	SONGER
qu'	Rg	QUE
à	S	À
vous	Pp	VOUS
,	Fw	,
Donnez	Vvc	DONNER
à	S	À
Perdiccas	Nc	Perdiccas
...	Fs	...
Votre	Nc	Votre
amour	Nc	AMOUR
m'	Pp	JE
y	Pp	Y
condamne	Vvc	CONDAMNER
,	Fw	,
Et	Vvc	Et
vous	Pp	VOUS
ne	Rp	NE
voulez	Vvc	VOULOIR
pas	Rg	PAS
vous	Pp	VOUS
donner	Vvn	DONNER
à	S	À
Roxane	Nc	Roxane
?	Fs	?
